series_animedb_id,series_title,series_type,series_episodes,my_id,my_watched_episodes,my_start_date,my_finish_date,my_rated,my_score,my_storage,my_storage_value,my_status,my_comments,my_times_watched,my_rewatch_value,my_priority,my_tags,my_rewatching,my_rewatching_ep,my_discuss,my_sns,update_on_import
918,Gintama,TV,201,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
19115,Giovanni no Shima,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
39533,Given,TV,11,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
14811,GJ-bu,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
39463,Gleipnir,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
37349,Goblin Slayer,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
27631,God Eater,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
10470,God Eater Prologue,Special,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
21431,Gokukoku no Brynhildr,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
268,Golden Boy,OVA,6,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
36028,Golden Kamuy,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
17895,Golden Time,TV,24,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
8425,Gosick,TV,24,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
34279,Grancrest Senki,TV,24,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
37105,Grand Blue,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
40052,Great Pretender,ONA,23,0,23,0000-00-00,0000-00-00,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
245,Great Teacher Onizuka,TV,43,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
17729,Grisaia no Kajitsu,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
10793,Guilty Crown,TV,22,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
34602,Guomin Laogong Dai Huijia,ONA,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,TV,26,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
16,Hachimitsu to Clover,TV,24,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
31859,Hai to Gensou no Grimgar,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
387,Haibane Renmei,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
20583,Haikyuu!!,TV,25,0,25,0000-00-00,0000-00-00,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
29755,Haikyuu!! Movie 1: Owari to Hajimari,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
30364,Haikyuu!! Movie 2: Shousha to Haisha,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
35110,Haikyuu!! Movie 3: Sainou to Sense,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
35111,Haikyuu!! Movie 4: Concept no Tatakai,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
28891,Haikyuu!! Second Season,TV,25,0,25,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
32935,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,TV,10,0,10,0000-00-00,0000-00-00,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
25303,Haikyuu!!: Lev Genzan!,OVA,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
40262,Haikyuu!!: Riku vs. Kuu,OVA,2,0,2,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
38883,Haikyuu!!: To the Top,TV,13,0,13,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
40776,Haikyuu!!: To the Top 2nd Season,TV,12,0,0,0000-00-00,0000-00-00,,9,,0.00,Watching,,0,,LOW,,0,0,1,default,0
35321,Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun,OVA,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
35806,"Haikyuu!!: vs. ""Akaten""",OVA,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
263,Hajime no Ippo,TV,75,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
35889,Hakata Tonkotsu Ramens,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
16528,Hal,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
20689,Hamatora The Animation,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
27969,Hana to Alice: Satsujin Jiken,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
9289,Hanasaku Iroha,TV,26,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
32648,Handa-kun,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
37259,Hanebado!,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
35983,Harukana Receive,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
15809,Hataraku Maou-sama!,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
37141,Hataraku Saibou (TV),TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
5150,Hatsukoi Limited.,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
42625,Heion Sedai no Idaten-tachi,TV,0,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
38816,Hello World,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
270,Hellsing,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
5060,Hetalia Axis Powers,ONA,52,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
38476,Heya Camp△,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
27989,Hibike! Euphonium,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
5630,Higashi no Eden,TV,11,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
21877,High Score Girl,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
934,Higurashi no Naku Koro ni,TV,26,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
41006,Higurashi no Naku Koro ni Gou,TV,24,0,0,0000-00-00,0000-00-00,,9,,0.00,Watching,,0,,LOW,,0,0,1,default,0
28825,Himouto! Umaru-chan,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
36296,Hinamatsuri,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
20673,Hinata no Aoshigure,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
37007,Hinomaruzumou,TV,24,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
33421,Hitori no Shita: The Outcast,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
37614,Hitoribocchi no Marumaru Seikatsu,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
14753,Hori-san to Miyamura-kun,OVA,4,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
42897,Horimiya,TV,0,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
9760,Hoshi wo Ou Kodomo,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
37972,Hoshiai no Sora,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
578,Hotaru no Haka,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
10408,Hotarubi no Mori e,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
39730,Houkago Teibou Nisshi,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
8426,Hourou Musuko,TV,11,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
35557,Houseki no Kuni (TV),TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
40230,Housekishou Richard-shi no Nazo Kantei,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
11061,Hunter x Hunter (2011),TV,148,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
12189,Hyouka,TV,22,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
40803,Hypnosis Mic: Division Rap Battle - Rhyme Anima,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
6610,Ibara no Ou,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
33899,IDOLiSH7,TV,17,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
42361,"Ijiranaide, Nagatoro-san",TV,0,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
40359,Ikebukuro West Gate Park,TV,12,0,0,0000-00-00,0000-00-00,,8,,0.00,Watching,,0,,LOW,,0,0,1,default,0
35413,Imouto sae Ireba Ii.,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
185,Initial D First Stage,TV,26,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
25159,Inou-Battle wa Nichijou-kei no Naka de,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
11013,Inu x Boku SS,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
249,InuYasha,TV,167,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
34542,Inuyashiki,TV,11,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
37497,Irozuku Sekai no Ashita kara,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
5781,Isekai no Seikishi Monogatari,OVA,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
40010,Ishuzoku Reviewers,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
33012,Island,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
21327,Isshuukan Friends.,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
36220,Itsudatte Bokura no Koi wa 10 cm Datta.,TV,6,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
41783,Iwa Kakeru!: Sport Climbing Girls,TV,12,0,0,0000-00-00,0000-00-00,,7,,0.00,Watching,,0,,LOW,,0,0,1,default,0
14719,JoJo no Kimyou na Bouken (TV),TV,26,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
31405,Joker Game,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
40787,Josee to Tora to Sakana-tachi,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
12679,Joshiraku,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
40748,Jujutsu Kaisen (TV),TV,24,0,0,0000-00-00,0000-00-00,,8,,0.00,Watching,,0,,LOW,,0,0,1,default,0
35639,Just Because!,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
35076,Juuni Taisen,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
14467,K,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
5680,K-On!,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,TV,12,0,12,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
40591,Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,TV,12,0,12,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
42822,Kai Byoui Ramune,TV,0,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
7054,Kaichou wa Maid-sama!,TV,26,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
40750,Kaifuku Jutsushi no Yarinaoshi,TV,0,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
34933,Kakegurui,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
36754,Kakuriyo no Yadomeshi,TV,26,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
40716,Kakushigoto (TV),TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
40221,Kami no Tou,TV,13,0,13,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
41930,Kamisama ni Natta Hi,TV,12,0,0,0000-00-00,0000-00-00,,8,,0.00,Watching,,0,,LOW,,0,0,1,default,0
3958,Kannagi,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
1004,Kanojo to Kanojo no Neko,OVA,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
40839,"Kanojo, Okarishimasu",TV,12,0,12,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
42963,"Kanojo, Okarishimasu 2nd Season",TV,0,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
2593,Kara no Kyoukai 1: Fukan Fuukei,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
35860,Karakai Jouzu no Takagi-san,TV,12,0,12,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
38993,Karakai Jouzu no Takagi-san 2,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,On-Hold,,0,,LOW,,0,0,1,default,0
37621,Karakai Jouzu no Takagi-san: Water Slide,OVA,1,0,1,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37447,Karakuri Circus (TV),TV,36,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
6594,Katanagatari,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
1604,Katekyo Hitman Reborn!,TV,203,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
33018,Katsugeki/Touken Ranbu,TV,13,0,13,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
36419,Katsugeki/Touken Ranbu Movie,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
37965,Kaze ga Tsuyoku Fuiteiru,TV,23,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
24439,Kekkai Sensen,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
36903,Kengan Ashura,ONA,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
34825,Keppeki Danshi! Aoyama-kun,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
18679,Kill la Kill,TV,24,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
38000,Kimetsu no Yaiba,TV,26,0,26,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
6045,Kimi ni Todoke,TV,25,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
35159,Kimi no Hikari: Asagao to Kase-san.,OVA,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
37541,Kimi no Iru Basho,Music,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
17741,Kimi no Iru Machi,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
32281,Kimi no Na wa.,Movie,1,0,1,0000-00-00,0000-00-00,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
36098,Kimi no Suizou wo Tabetai,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
40595,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",TV,12,0,0,0000-00-00,0000-00-00,,9,,0.00,Watching,,0,,LOW,,0,0,1,default,0
10460,Kimi to Boku.,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
38594,"Kimi to, Nami ni Noretara",Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
41379,Kimi wa Kanata,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
2927,KimiKiss Pure Rouge,TV,24,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
12031,Kingdom,TV,38,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
16732,Kiniro Mosaic,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
486,Kino no Tabi: The Beautiful World,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
22535,Kiseijuu: Sei no Kakuritsu,TV,24,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
39582,Kitsutsuki Tanteidokoro,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
31798,Kiznaiver,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
9260,Kizumonogatari I: Tekketsu-hen,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
33206,Kobayashi-san Chi no Maid Dragon,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
28851,Koe no Katachi,Movie,1,0,1,0000-00-00,0000-00-00,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
34934,Koi to Uso,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
34984,Koi wa Ameagari no You ni,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
39388,Koisuru Asteroid,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
36548,Kokkoku,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
11887,Kokoro Connect,TV,13,0,13,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
16001,Kokoro Connect: Michi Random,Special,4,0,4,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
28725,Kokoro ga Sakebitagatterunda.,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
31952,Kono Bijutsubu ni wa Mondai ga Aru!,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
38080,Kono Oto Tomare!,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
30831,Kono Subarashii Sekai ni Shukufuku wo!,TV,10,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
16782,Kotonoha no Niwa,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
43,Koukaku Kidoutai,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
237,Koukyoushihen Eureka Seven,TV,50,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
28623,Koutetsujou no Kabaneri,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
34712,Kujira no Kora wa Sajou ni Utau,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
433,"Kumo no Mukou, Yakusoku no Basho",Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
11771,Kuroko no Basket,TV,25,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
4898,Kuroshitsuji,TV,24,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
39531,Kuutei Dragons,ONA,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
32949,Kuzu no Honkai,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
39017,Kyokou Suiri,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
37458,Kyoto Teramachi Sanjou no Holmes,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
18153,Kyoukai no Kanata,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
19703,Kyousou Giga (TV),TV,10,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
39734,Line Novel,ONA,2,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
40165,Listeners,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
13655,Little Busters!,TV,26,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
14349,Little Witch Academia,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
33489,Little Witch Academia (TV),TV,25,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
35677,Liz to Aoi Tori,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
7598,Loups=Garous,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
189,Love Hina,TV,24,0,0,0000-00-00,0000-00-00,,0,,0.00,plan_to_watch,,0,,LOW,,0,0,1,default,0
